description,10x_level,10x_rank,10x_rarity,cast_level,cast_rank,cast_value,fid_level,fid_rank,fid_value,follower_level,follower_rank,follower_value,holder_level,holder_rank,holder_value,luck_level,luck_rank,luck_value,minter_level,minter_rank,minter_value,neynar_level,neynar_rank,neynar_value,nft_level,nft_rank,nft_value,token_level,token_rank,token_value,volume_level,volume_rank,volume_value,warplet_colours,warplet_keywords,warplet_traits,warplet_user_is_pro,warplet_username_farcaster,warplet_username_x,warplet_wallet,secret_level
"This Warplet has smooth, greyish-tan skin and a distinctive black blindfold covering its eyes. It sports a dark, open jacket with a wide collar and matching dark pants. A subtle, closed-lip smile is visible below its small nostrils, giving it a calm and slightly mysterious expression. The Warplet stands against a solid black background, making its unique attire and features pop. This Warplet's understated cool and intriguing blindfold make it a truly standout character, embodying a quiet confidence that sets it apart.",13,59126,6919,1,6566,12,1,7242,554938,1,6217,552,2,4055,1,1,5721,4280,1,6746,29/10/2025 0:00,1,7081,0.47,3,1337,49,1,7500,3,1,6661,4791,Grey | Black | Tan,Blindfolded Warplet | Grey Warplet | Smiling Warplet | Dark Jacket | Mysterious Character | Calm Expression,Greyish-Tan Skin | Black Blindfold | Dark Open Jacket | Dark Pants | Subtle Smile | Nostrils,1,tangbaozhizun,nft_oat,0x6d08bf16ddd2d2221151cea915c7f93f6b165b48,2
"This Warplet has a striking white body, setting it apart with a truly unique appearance. It's dressed in a magnificent red military-style jacket, adorned with intricate gold trim, gold buttons, and prominent gold epaulets on the shoulders. A sharp black collar and cuffs complete the top, while a matching black pleated skirt adds a touch of formal flair. Perched regally on its head is a golden crown, embellished with red jewels, signifying its undeniable status. Its large, wide eyes with small black pupils convey a captivating, almost bewildered expression, making this Warplet a truly iconic and memorable sight against the plain white background.",18,59128,6920,1,9042,3,3,2363,241807,5,341,21018,1,5936,1,2,4598,5403,2,2747,28/10/2025 0:31,1,8488,0.37,1,8540,7,1,8819,1,1,8254,582,Red | Gold | Black | White,White Warplet | Royal Warplet | Military Jacket | Gold Crown | Red Uniform | Formal Attire | Regal Creature | Unique Warplet | Wide-Eyed,White Body | Gold Crown With Red Jewels | Red Military Jacket | Black Collar | Gold Trim | Gold Buttons | Gold Epaulets | Black Pleated Skirt | Wide Eyes | Black Pupils | White Background,0,manggin,manggin_rmdn,0x8870761e488434fc3c160ae60d0177f805ab98f6,1
"This Warplet has a distinctive, mottled skin pattern resembling a world map, featuring shades of blue, green, and orange, making it truly stand out. It sports a stylish dark blue fedora and round, silver-rimmed glasses, exuding an intellectual yet chill vibe. Dressed in a crisp white t-shirt with blue trim, emblazoned with ""Bitalk"" across the chest, this Warplet is ready for any casual meetup or deep discussion. It holds a refreshing orange drink with a black straw, perfectly complementing its unique and vibrant appearance against the solid blue background. This Warplet is a rare gem, embodying a cool, thoughtful persona.",16,59137,6921,2,3089,83,1,8441,899656,1,9267,57,2,4959,1,3,2160,7841,1,9116,30/10/2025 8:05,1,7247,0.46,1,8318,7,2,3054,42,2,3486,64533,Blue | Green | Orange | White | Black | Silver,Warplet | Fedora | Round Glasses | White T-Shirt | Bitalk Shirt | Orange Drink | Blue Skin | Green Skin | Orange Skin | Blue Background | Intellectual | Chill,"Fedora Hat | Round Glasses | White T-Shirt | ""Bitalk"" Text On Shirt | Orange Drink | Black Straw | Mottled Skin | Blue Background",1,bitalknewscn,bitalknews,0xc7ef4082308a05851cf53e4e3e3e0ee69ef45809,1
"This Warplet has a striking purple, textured body, immediately catching the eye with its cool black rectangular sunglasses. It's fashionably attired in a short-sleeved button-up shirt, showcasing a bold cow-print pattern of irregular black and brown spots against a cream background. The Warplet's mouth is distinctively puckered into a small 'O' shape, conveying a playful and confident expression that adds to its unique charm. This Warplet embodies a laid-back yet stylish persona, making it a standout character. The solid tan background perfectly complements its vibrant hues, ensuring all its remarkable features pop.",15,59141,6922,1,9084,3,3,2391,242699,1,6074,586,1,6414,1,3,1594,8407,2,3677,28/10/2025 3:31,1,6474,0.51,1,6956,8,1,7220,4,1,9257,36,Purple | Black | White | Brown | Tan,Purple Warplet | Sunglasses | Cow Print Shirt | Button Up Shirt | Puckered Mouth | Chill Vibe | Playful Expression | Tan Background,Purple Skin | Black Rectangular Sunglasses | Cow-Print Shirt | Button-Up Shirt | Puckered Mouth | Textured Skin | Tan Background,0,umar1515,-,0xd55636027e0372914f403986e8477f0843d37e69,3
"This Warplet has vibrant pink skin, a distinctive trait that makes it truly stand out. It's dressed for adventure in a chic black beret, accented with a golden star, and stylish brown-framed goggles with cool light blue lenses. Its wide-open mouth reveals an impressive display of sharp white teeth and a pink tongue, conveying an expression of pure, unbridled excitement. Ready for exploration, it confidently grips an orange and blue snorkel in its hand. Against a solid pink background, this Warplet's unique combination of traits and adventurous spirit makes it a captivating and memorable companion.",14,59154,6923,2,3029,87,2,3038,261085,1,5841,636,1,5710,1,1,8787,1214,3,2284,27/10/2025 23:56,1,8860,0.33,1,5221,10,1,8778,1,1,7606,1553,Pink | Black | Orange | Brown | Light Blue | White | Yellow,Pink Warplet | Beret | Goggles | Snorkel | Sharp Teeth | Adventurous Warplet | Playful Monster | Star Beret | Diving Gear | Cartoon Monster,Pink Skin | Black Beret | Yellow Star On Beret | Brown-Framed Goggles | Light Blue Goggle Lenses | Wide Open Mouth | Sharp White Teeth | Pink Tongue | Orange Snorkel | Blue Snorkel Mouthpiece | Solid Pink Background | Sparkle Effects,0,morzenz,papakabap,0x1f586611b7ff66dd8e8f66f65e718b08f8f33e52,1
"This Warplet has a distinctive, earthy brown skin tone, a rare departure from the typical Warplet palette, giving it a truly unique aesthetic. It's rocking a classic grey tank top, a timeless look that exudes effortless cool. The Warplet's heavy-lidded, sleepy eyes and subtly neutral expression convey a chill, unbothered vibe, making it the perfect companion for those laid-back moments. Its textured skin and visible clawed digits add to its rugged charm. This Warplet stands confidently against a solid dark grey backdrop, ensuring all eyes are on its understated yet captivating presence.",16,59157,6924,1,6573,12,1,7875,712227,1,8677,124,2,4253,1,5,393,9608,1,7227,29/10/2025 2:17,1,8667,0.35,1,5649,9,1,7109,4,2,2734,109408,Brown | Grey | Blue | Yellow,Brown Warplet | Grey Tank Top | Sleepy Eyes | Chill Vibe | Neutral Expression | Textured Skin | Dark Grey Background,Brown Skin | Textured Skin | Grey Tank Top | Sleepy Eyes | Heavy-Lidded Eyes | Neutral Mouth | Small Clawed Hands | Small Clawed Feet | Dark Grey Background,1,sehajm,smcrypto29,0xf4ec11956f7b7a6a15c159b14e49491c6ca05935,2
"This Warplet has a striking, entirely orange body with a distinct lumpy, textured skin, giving it a unique, almost potato-like appearance. Its most captivating features are its exceptionally wide, white eyes with small black pupils, conveying a sense of innocent wonder or perhaps a hint of playful surprise. A subtle, thin smile graces its face, suggesting a calm or content demeanor. The Warplet stands on small, clawed feet, with matching clawed hands, all rendered in the same vibrant orange hue. This monochromatic Warplet stands out against a solid orange background, making its singular color palette a truly iconic and eye-catching statement.",20,59163,6925,5,362,1925,1,9441,1104675,4,1155,4027,1,9401,1,2,3275,6726,1,9240,30/10/2025 11:38,3,2427,0.88,1,9580,7,1,6124,8,1,8158,692,Orange | Peach | White | Black,Orange Warplet | Lumpy Skin | Wide White Eyes | Subtle Smile | Monochromatic Design | Cartoon Creature | Quirky Character | Solid Orange Background,Orange Body | Lumpy Skin Texture | Exceptionally Wide White Eyes | Small Black Pupils | Subtle Smile | Solid Orange Background,0,mabel012,shaibumabel,0xac6dcf6f8e8645d885c50166f689494ac6775993,1
"This Warplet has a unique light brown skin tone adorned with striking red spots and subtle yellow patches, giving it a distinct appearance. It sports a regal golden laurel wreath on its head and a sophisticated gold-framed monocle over one eye, adding an air of ancient distinction. Draped in a classic white toga, cinched by a vibrant red sash with prominent gold circular brooches, this Warplet exudes a powerful, almost imperial vibe. Its sleepy, half-lidded gaze and subtle smirk suggest a mischievous and knowing personality, making it a truly memorable and rare find. The Warplet is outlined by a glowing purple aura against a dark purple background.",14,59163,6926,1,7001,10,1,7926,727062,1,6919,406,1,7861,1,2,4094,5907,1,6655,28/10/2025 23:30,2,3809,0.74,1,7284,8,2,4328,19,2,3286,74549,Light Brown | Red | White | Gold | Dark Purple | Bright Purple,Warplet Toga | Laurel Wreath Warplet | Monocle Warplet | Roman Warplet | Regal Warplet | Distinguished Warplet | Red Spotted Warplet | Gold Accessories | Sleepy Expression | Ancient Attire,Golden Laurel Wreath | Gold Monocle | White Toga | Red Sash | Gold Brooches | Red Skin Spots | Yellow Skin Patches | Sleepy Eye | Smirking Mouth | Purple Glow Outline,0,keskin37,mustafa74505067,0x950e5516dd78b92d3a94ca684482f925f41f356f,10
"This Warplet has an undeniably cool and confident presence, making a bold statement with its fashion choices. It rocks sleek white cat-eye sunglasses, giving it an air of mystery and effortless chic. A distinctive leopard print cross-body strap adds a wild, trendy flair across its unique purple form. Completing its iconic look, the Warplet casually holds a black and white striped coffee cup, ready for any adventure. This Warplet's standout style is perfectly framed against a clean, light grey background, highlighting its exceptional traits.",17,59164,6927,4,1085,515,1,9408,1097130,3,1843,2462,1,9246,1,2,3212,6789,1,9011,30/10/2025 3:28,2,3551,0.77,1,5454,10,1,8451,2,1,7903,1058,Purple | White | Black | Brown | Grey,Warplet Sunglasses | Cat-Eye Sunglasses | Leopard Print | Cross-Body Strap | Coffee Cup | Striped Cup | Purple Warplet | Stylish Warplet | Trendy Warplet,White Cat-Eye Sunglasses | Leopard Print Cross-Body Strap | Black And White Striped Coffee Cup | Purple Skin,0,teniola,tenial512,0xade8bc4c7ffe9c8d50023ca4abb59a703784be9a,1
"This Warplet has striking purple skin and wide, slightly surprised eyes, accented by prominent facial scars. It's geared for battle in formidable dark grey spiked armor, intricately detailed with glowing red runes across its chest, arms, and legs. In its hands, it wields a powerful glowing red spear and a matching spiked dagger, radiating an intense, almost magical energy. The background features a vibrant purple hue, dramatically illuminated by jagged red lightning bolts, emphasizing its fierce, warrior-like presence. This Warplet is a truly unique and powerful guardian, ready for any challenge.",16,59167,6928,4,845,738,1,5951,424292,3,1601,2860,1,9772,1,1,7733,2268,1,9740,31/10/2025 8:30,2,2749,0.85,1,7653,8,1,5186,13,1,7937,1007,Purple | Dark Grey | Red,Warplet Warrior | Spiked Armor | Glowing Weapons | Red Runes | Purple Creature | Battle Gear | Lightning Background | Facial Scars | Spear And Dagger,Purple Skin | Wide Eyes | Facial Scars | Spiked Dark Grey Armor | Glowing Red Runes On Armor | Glowing Red Spear | Glowing Red Dagger | Purple Background | Red Lightning Background,0,charisma,charisma_moni,0x393d64e265f64a8dfa2bfa60df8ff399ffcaefb6,1
"This Warplet has a vibrant orange, textured body, setting it apart with a unique hue. It sports a stylish brown fedora hat perched atop its head and cool black sunglasses covering its single large eye, giving it a distinct, laid-back yet mischievous vibe. Its mouth is wide open, revealing rows of sharp, white teeth and a bright pink tongue, suggesting an energetic or roaring expression. This Warplet stands out with its bold color and iconic accessories, making it a truly unique and expressive character. The solid peach-orange background complements its striking appearance.",13,59169,6929,1,5379,22,1,6000,428641,2,5050,824,2,3633,1,1,5393,4608,1,5712,28/10/2025 18:17,1,7388,0.45,2,4241,14,1,6756,5,1,9617,10,Orange | Brown | Black | White | Pink | Peach,Orange Warplet | Fedora Hat | Sunglasses | Wide Mouth | Sharp Teeth | Pink Tongue | Cool Warplet | Unique Warplet | Stylish Warplet,Orange Body | Brown Fedora Hat | Black Sunglasses | Single Eye | Wide Open Mouth | Sharp White Teeth | Pink Tongue | Solid Peach-Orange Background,1,kahtael,hotborneo,0x75a7364612a99b6c3ebfa51c52f0909a1f6b6f4b,3
"This Warplet has a dark purple body and an intense, wide-eyed gaze, framed by a dark blue hooded cloak with light blue trim. It wields a short, silver-bladed sword with a dark hilt, suggesting a readiness for adventure or a quiet guardian role. A vibrant pink, flame-like aura emanates around its form, contrasting sharply with the serene light blue background. This unique Warplet embodies a mysterious and powerful presence, making it a truly captivating and rare find.",15,59178,6930,1,8213,5,2,4109,301191,2,4871,869,1,5703,1,1,7975,2026,3,2272,27/10/2025 23:56,1,8594,0.36,1,5788,9,1,7590,3,2,4063,44025,Purple | Dark Blue | Light Blue | Pink | Silver | Black,Warplet | Hooded Cloak | Dark Blue Cloak | Light Blue Trim | Short Sword | Silver Sword | Pink Flame Aura | Wide Eyes | Mysterious Warplet | Determined Warplet,Dark Purple Skin | Wide White Eyes | Small Black Pupils | Small Straight Mouth | Dark Blue Hooded Cloak | Light Blue Cloak Trim | Short Sword | Silver Blade | Dark Sword Hilt | Pink Flame Aura | Light Blue Background,0,goooooooo.base.eth,goo__base,0x32f3c039159c76e8e02a71735f4d12217e6f8ea8,1
"This Warplet has striking blue fur and a light brown face, exuding a cool and confident vibe. It sports a white and black trucker hat boldly emblazoned with ""BASED"" and futuristic blue goggles from which a laser beam emanates from its right eye. A lit cigarette hangs casually from its mouth, with smoke curling upwards. Dressed for the elements, it wears a cozy orange puffer jacket with a fluffy white collar and a textured green knitted scarf. The Warplet's expression is stoic and focused against a solid dark grey background, making it a truly unique and iconic profile.",17,59183,6931,1,6068,16,1,5649,399584,1,9004,87,1,7217,1,4,910,9091,1,5492,28/10/2025 13:10,1,7622,0.44,1,7141,8,1,9713,0,5,367,1358069,Blue | Orange | Green | White | Black | Grey | Light Brown,Ape Warplet | Based Hat | Trucker Hat | Laser Eyes | Blue Goggles | Orange Puffer Jacket | Green Scarf | Cigarette | Smoking | Cool Ape | Stoic Expression | Futuristic,"Blue Fur | Light Brown Face | ""Based"" Trucker Hat | Blue Goggles | Laser Eyes | Lit Cigarette | Smoke | Orange Puffer Jacket | White Furry Collar | Green Knitted Scarf | Stoic Expression | Dark Grey Background",0,serkanza,gemmasterz,0xe70e34e0ae41bcb7958d26dca2b832ad61cf1891,1
"This Warplet has a truly formidable and unique appearance, rendered in a stark grayscale palette against a deep black background. Its head is distinctively owl-like, featuring prominent feathered ear tufts and intricate feather detailing around its intensely narrowed, angry eyes and furrowed brows. The Warplet's body transitions from a textured, layered feather pattern on its upper half to a shaggy, coarse fur on its lower torso. Its most captivating trait is an enormous, gaping maw, showcasing an impressive array of razor-sharp, pointed teeth that line both the upper and lower jaws, with a substantial, textured tongue visible within. This Warplet's fierce expression and rare combination of avian and monstrous features make it an exceptionally striking and sought-after creature.",16,59190,6932,2,2633,117,1,9567,1266109,3,1428,3182,2,4572,1,1,6786,3215,1,8048,29/10/2025 8:29,3,1614,0.94,1,8227,7,1,7526,3,1,8789,169,Black | White | Grey,Owl Monster | Angry Warplet | Sharp Teeth | Grayscale Creature | Feathered Monster | Furry Body | Menacing Expression | Black Background | Unique Warplet,Owl-Like Head | Feathered Texture | Furry Body | Angry Expression | Narrowed Eyes | Furrowed Brows | Wide-Open Mouth | Sharp Teeth | Visible Tongue | Ear Tufts | Grayscale Art Style | Black Background,1,blackswanwtf,blackswanwtf,0x519ee9139888ea2e768f5a023151975c2cae64d1,2
"This Warplet has a striking teal and white striped body, making it a truly eye-catching creature from the cosmos. It sports a stylish brown top hat with a vibrant red band, perched atop a cool black bandana. Its large, round yellow eyes convey a sense of wide-eyed wonder, while its massive, wide-open mouth reveals a formidable set of sharp white teeth and a prominent pink tongue, giving it an excited and playful expression. This unique Warplet is set against a deep blue and purple cosmic background, dotted with twinkling stars and distant planets, hinting at its adventurous spirit and otherworldly origins.",12,59191,6933,1,5722,19,2,2847,254928,1,7492,297,1,7308,1,2,3004,6997,1,5686,28/10/2025 18:04,1,7900,0.42,1,7163,8,1,5881,9,1,6188,8036,Teal | White | Brown | Red | Black | Dark Blue | Purple | Yellow | Pink | Green,Striped Warplet | Teal White Stripes | Top Hat | Red Hat Band | Black Bandana | Wide Mouth | Sharp Teeth | Cosmic Background | Space Theme | Planets Stars | Adventurous Warplet,Teal And White Striped Body | Brown Top Hat | Red Hat Band | Black Bandana | Large Yellow Eyes | Wide Open Mouth | Sharp White Teeth | Pink Tongue | Cosmic Background | Planets | Stars,0,ergatrival,jinaka10,0xb2c7d4ee24980f8496f0beb08d62c28456ccc27a,1
"This Warplet has a vibrant purple, textured body with small bumps, standing against a slightly darker solid purple background. Its most striking features are its comically bulging white eyes with tiny black pupils, conveying an intense, wide-eyed gaze. A massive, exaggerated grin dominates its face, showcasing rows of razor-sharp white teeth and a pink tongue. This Warplet embodies a truly wild and unhinged energy, making it a standout creature with an undeniably unique and memorable presence.",19,59194,6934,1,7889,6,1,8390,890480,1,7957,220,2,4939,1,1,8798,1203,1,9040,30/10/2025 5:06,1,7859,0.42,3,2247,35,3,1721,132,5,354,1405520,Purple | White | Pink | Black,Wild Warplet | Manic Grin | Bulging Eyes | Sharp Teeth | Purple Background,"Wild, Wide-Eyed Expression | Exaggerated Toothy Grin | Solid Purple Background",1,hyperr,pioneer_in,0x1f36cd7898bb57d235c5c993ce584f705c47b436,1
"This Warplet boasts a truly distinctive furry black and white coat, giving it the appearance of a badger or a shaggy dog, with a lighter white belly and face. Its droopy, half-closed eyes convey a perpetually sleepy or dazed vibe, a stark contrast to its comically wide-open maw. Inside, a cavernous dark purple mouth is lined with an impressive array of razor-sharp, pointed teeth, complemented by a vibrant pink tongue. This Warplet's entire body is covered in a textured, shaggy fur, making it a standout among its peers and embodying that unique Farcaster spirit. The background is a clean, plain white, ensuring all focus remains on this one-of-a-kind creature.",15,59204,6935,2,4491,35,1,8207,859067,1,7470,300,2,3779,1,3,2441,7560,1,6094,28/10/2025 19:29,2,3588,0.76,1,8084,7,1,6193,7,1,8857,141,Black | White | Grey | Pink | Dark Purple,Furry Warplet | Black And White Monster | Dog-Like Warplet | Badger-Like Warplet | Droopy Eyes | Wide Mouth | Sharp Teeth | Pink Tongue | Unique Fur Texture | Sleepy Expression,Furry Body | Black And White Fur | Droopy Eyes | Wide Open Mouth | Sharp Teeth | Pink Tongue | Dark Purple Mouth Interior | Small Ears,1,cloaked-bloke,-,0xc0fe86539c5929044920a04992700768545dc721,5
"This Warplet boasts a fiery yellow and red fur pattern, reminiscent of blazing flames, accented with unique white patches and distinctive small red bumps across its body. Its head is crowned with an extraordinary headdress of red, yellow, black, and white feathers, making it stand out with a truly wild and tribal flair. With intensely wide, bulging eyes and a massive, gaping maw showcasing rows of menacingly sharp, pointed teeth and a vibrant pink tongue, this Warplet radiates an unbridled, ecstatic energy. Standing boldly against a solid purple background, this creature is a one-of-a-kind spectacle, ready to make a statement.",16,59207,6936,1,5700,19,5,584,10384,1,8281,173,1,5615,1,1,5373,4628,3,1967,27/10/2025 22:04,1,6938,0.48,1,8470,7,1,7583,3,1,8696,218,Yellow | Red | Purple | White | Black | Pink,Yellow Warplet | Red Warplet | Feathered Warplet | Flame Pattern | Wide Eyes | Sharp Teeth | Purple Background | Ecstatic Expression | Tribal Feathers,Yellow And Red Fur | Flame-Like Fur Pattern | Red Bumps On Skin | Feather Headdress | Red Feathers | Yellow Feathers | Black Feathers | White Feathers | Wide Bulging Eyes | Huge Open Mouth | Sharp Pointed Teeth | Pink Tongue | Solid Purple Background,0,96,xfortesla,0x75fb36e12b463dc3fea77445a450527649270f31,2
"This Warplet has a distinctive dark grey, bumpy skin texture and an undeniably unique, unimpressed expression with droopy, heavy-lidded eyes and a small, straight mouth. Dressed for serious business, it sports a crisp white collared shirt, a sharp black tie, and a dark grey vest with black buttons, all topped with a pristine white lab coat or blazer. This Warplet exudes a vibe of quiet authority and perhaps a touch of world-weariness, standing against a solid light brown background. A truly iconic and rare find for any discerning collector.",13,59211,6937,2,3906,49,2,2976,258940,1,5505,713,1,5930,1,1,5628,4373,2,2731,28/10/2025 0:28,1,9875,0.12,1,6809,8,1,9622,0,1,6229,7676,Dark Grey | White | Black | Light Brown,Warplet | Dark Grey Warplet | White Lab Coat | Black Tie | Grey Vest | Tired Expression | Unimpressed Look | Professional Warplet | Bumpy Skin | Formal Attire | Executive Style,Dark Grey Bumpy Skin | Droopy Eyes | Small Straight Mouth | White Collared Shirt | Black Necktie | Dark Grey Button-Up Vest | White Lab Coat | Black Buttons | Solid Light Brown Background,0,dokja,sofyandeni98,0x6f6d1f366d899000ec7f0dd02f7a7534e9ca80f5,4
"This Warplet has a smooth, light brown skin tone with subtle darker spots, giving it a uniquely earthy appearance. It sports a pair of sleek, black-framed sunglasses that add an undeniable air of cool, perfectly complementing its chill, closed-mouth smile. Dressed in a simple yet iconic black t-shirt, this Warplet exudes a laid-back confidence. Its distinct look and relaxed vibe make it a standout, embodying the true spirit of individuality. The plain, light beige background ensures all attention remains on this effortlessly stylish creature.",18,59212,6938,1,8922,3,1,8865,1017391,3,1987,2298,2,4075,1,1,9012,989,1,6784,29/10/2025 0:12,4,1152,0.97,1,6529,8,3,2249,83,1,9637,9,Light Brown | Black | White | Beige,Tan Warplet | Sunglasses | Black T-Shirt | Cool | Chill | Brown Warplet | Minimalist Background,Tan Skin | Black Sunglasses | Black T-Shirt | Subtle Smile,1,mumufengg,mumufengg,0x19a24052c1d4805d405d133819266ffda173d2bb,1
"This Warplet boasts a truly striking blue body, setting it apart from its peers. It's fully geared up in a vibrant red superhero cape, perfectly complemented by matching red briefs and a bold yellow belt. A prominent, golden-yellow 'W' symbol shines on its chest, hinting at a unique, perhaps even legendary, identity. This Warplet sports sleek black, square-rimmed glasses, framing its wide, white eyes that convey a captivating mix of nervous energy and determined surprise. Its mouth is open, proudly displaying a row of sharp, white fangs. Standing against a solid black background, this Warplet's heroic, yet endearingly anxious, persona truly pops.",12,59215,6939,1,6632,12,2,2675,250500,1,5260,774,1,6638,1,1,6964,3037,2,4154,28/10/2025 4:21,1,5689,0.57,1,5287,10,1,7234,4,1,8682,230,Blue | Red | Yellow | Black | White,Blue Warplet | Superhero Warplet | Warplet With Cape | Warplet With Glasses | Nerdy Warplet | Monster Superhero | Red Cape | Yellow W Symbol | Sharp Teeth | Black Glasses,Blue Skin | Red Superhero Cape | Red Briefs | Yellow Belt | Yellow 'W' Symbol | Black Square-Rimmed Glasses | Wide White Eyes | Sharp White Teeth | Open Mouth | Worried Expression | Black Background,0,supoorman,valenteen2,0x4cde1d399058a588861ecb6ca14d01d3aa901c2e,1
"This Warplet has a distinctive dark grey, almost black, skin that truly makes it stand out from the crowd. Its large, wide-open eyes feature prominent white sclera and vibrant green irises, giving it an intensely expressive and slightly wild gaze that captures attention. A massive, gaping maw conveys an energetic and perhaps mischievous or surprised vibe that's undeniably captivating. This unique Warplet stands against a clean, solid light green background, allowing its striking dark form and vivid eye contrast to pop, making it a truly eye-catching and memorable creature for any collector.",14,59226,6940,1,6758,11,2,2797,253836,1,9159,68,1,5924,1,1,7547,2454,2,2713,28/10/2025 0:26,1,8684,0.35,3,1472,45,1,5840,9,1,8332,506,Dark Grey | Green | White | Pink,Dark Grey Warplet | Green Eyes | Wide Mouth | Light Green Background | Expressive,Dark Grey Skin | Wide Green Eyes | Gaping Mouth | Light Green Background,0,upikabu,patmowati119,0x3e4b1ec7045fbb2ced30e6f612c6635743e90d96,5
"This Warplet has a vibrant yellow body covered in distinct orange spiral patterns, giving it a unique, energetic appearance. Its large, wide-open white eyes with small red pupils convey an intense, perhaps surprised or excited, expression. A massive, gaping mouth reveals numerous sharp, pointed white teeth and a pink tongue, adding to its monstrous yet playful charm. The Warplet is surrounded by a subtle orange glowing aura, making it pop against the solid blue background. This Warplet's striking pattern and intense gaze make it truly stand out.",15,59237,6941,1,7410,8,2,2718,251450,3,1381,3274,1,7051,1,2,3383,6618,2,5096,28/10/2025 7:44,1,6072,0.54,1,8856,7,1,9701,0,1,7569,1644,Yellow | Orange | Blue | White | Red | Pink,Yellow Warplet | Orange Spiral Pattern | Wide Eyes | Red Pupils | Sharp Teeth | Gaping Mouth | Body Glow | Blue Background,Yellow Body With Orange Spiral Pattern | Wide-Open White Eyes | Small Red Pupils | Gaping Mouth | Sharp White Teeth | Pink Tongue | Orange Body Glow | Solid Blue Background,0,merdo,merdohq,0xa990d22c50b66e0798db57036f1571f709363081,3
"This Warplet commands attention with its sleek, dark body, reminiscent of a mystical panther cub, subtly adorned with fiery orange speckles and enigmatic dark blue diamond patterns on its forehead. It's cloaked in a deep blue hooded robe, cinched by a sturdy dark belt with a prominent silver buckle. The Warplet's most captivating features are its intensely glowing blue eyes and the matching luminous blue panther head pendant, a truly unique emblem. A gentle, closed-mouth smile adds to its mysterious yet undeniably charming aura, all set against a solid dark blue backdrop.",14,59238,6942,2,3590,59,1,6456,476495,1,7676,266,1,7318,1,3,1618,8383,1,5708,28/10/2025 18:14,1,9351,0.27,1,5339,10,1,7726,3,2,4456,34036,Dark Blue | Black | Glowing Blue | Orange | Silver,Hooded Warplet | Glowing Eyes | Panther Pendant | Dark Robe | Mysterious Creature | Cute Warplet | Black Fur | Blue Glow,Hooded Robe | Glowing Blue Eyes | Panther Head Pendant | Dark Belt | Silver Buckle | Dark Speckled Skin | Diamond Patterns On Forehead | Subtle Smile,0,mpdao.eth,rajugu533,0xd4a30705d875829ab82921bed6422d6d7a58a96c,1
"This Warplet has a formidable yellow metallic armor plating covering its dog-like form, accented by dark grey robotic joints and tubing, giving it a powerful, cybernetic appearance. Its fierce, wide-open mouth reveals an impressive array of sharp, white, pointed teeth and a pink tongue, while its large, white, startled eyes with small black pupils convey an intense, almost wild expression. This unique Warplet stands out with its robust, armored design and fierce demeanor, making it a truly distinctive and powerful presence, ready to dominate any digital landscape.",13,59241,6943,1,6198,15,2,4490,319800,1,6669,458,1,7131,1,3,1612,8389,1,5219,28/10/2025 8:34,1,5832,0.56,1,8877,7,1,6304,7,1,6909,3640,Yellow | Dark Grey | White | Pink | Black | Light Grey,Yellow Warplet | Robotic Warplet | Armored Warplet | Dog Warplet | Cybernetic Creature | Sharp Teeth | Wide Eyes | Startled Expression | Metallic Armor | Grey Background,Yellow Metallic Armor Plating | Dark Grey Robotic Joints | Dog-Like Head | Pointed Ears | Black Nose | Startled Wide Eyes | Fierce Open Mouth | Impressive Sharp White Teeth | Pink Tongue | Armored Feet | Armored Hands | Solid Grey Background,0,maraka,ranahamayun,0xd4cddd07fe509eb28e68846c86824856e66d27a3,1
"This Warplet has striking teal skin adorned with vibrant orange spots, making it truly pop. Its head is crowned with an impressive array of sharp, light blue crystal spikes, giving it a distinct and powerful look. The Warplet wears a flowing red cape, secured by two sleek silver clasps, adding a touch of heroic flair. Its wide, white eyes with thin pupils convey a sense of perpetual surprise or wonder, while a small, straight purple mouth suggests a thoughtful demeanor. A charming small brown and white fox companion stands faithfully by its side. Several ethereal light blue crystal shards float around it, enhancing its mystical aura against a matching teal background.",14,59243,6944,1,7146,9,2,2609,248540,1,6682,456,1,5492,1,2,3959,6042,3,1547,27/10/2025 20:23,1,9197,0.29,1,6695,8,1,7571,3,1,8345,496,Teal | Blue | Red | Orange | Brown | White,Teal Warplet | Crystal Spikes | Red Cape | Fox Companion | Floating Crystals | Wide Eyes | Orange Spots | Heroic Vibe | Mystical Creature,Teal Skin | Orange Spots | Blue Crystal Spikes On Head | Wide White Eyes | Thin Black Pupils | Small Straight Purple Mouth | Red Cape | Silver Cape Clasps | Small Brown And White Fox Companion | Floating Blue Crystal Shards | Solid Teal Background,0,sukuna,elyseriggs98539,0x98c22057693b83d6d3fbd8ad74233d44fdeb42de,2
